#JINF TDR S (mm) K (mm) Z (mm) MultiplicyFlip
#-Y0
0  0 0.0 0.0   0.0 0
# X1
0  1 0.0 0.0   6.5 0
#-X2
0  2 0.0 0.0  31.0 0
# Y3
0  3 0.0 0.0  37.5 0
#-Y4
0  4 0.0 0.0  62.0 0
# X5
0  5 0.0 0.0  68.5 0
#-Y6
0  6 0.0 0.0  93.0 0
# X7
0  7 0.0 0.0  99.5 0
